school_id,cn_name,en_name,tags,introduction,apply_requirements,objectives,language_requirements,curriculum,success_cases,country
香港岭南大学,社会创业与创新管理文学硕士,MA Social Entrepreneurship and Innovation Management,"商科,创业与创新,研究生院",专业方向: 创业与创新 入学时间: 9月 项目时长: 1年 项目学费: 190800港币/年,具有认可高等教育机构颁发的学士学位 具有相关学历或工作经验的申请者可能会基于具体情况被考虑,香港岭南大学社会创业与创新管理硕士项目致力于把学生培养为具有企业家思维的社会创新问题解决者、领导者和先驱，该项目将向学生介绍创新管理和社会创业的理论和方法，为学生提供创新且充满人道主义的教学模式，重视理论与实践相平衡，帮助他们更好的把握将来的职业机会。,{{ per_lang.name }},"创造性解决问题与社会创新的设计方法 (Design Methods for Creative Problem-Solving and Social Innovation) 组织管理的可持续转型   (Sustainable Transformation in Organisation Management) 社会创业的创业型领导力 (Entrepreneurial Leadership for Social Startups) 创新管理 (Innovation Management) 全球化、政策与社会 ( Globalisation, Policy and Society) 比较社会政策研究方法 (Comparative Social Policy Research Methods) 教学策略 (Teaching and Learning Strategies) 教育的品牌化与营销 (Branding and Marketing of Education) 教育机构的人才与金融管理 (Managing Talents and Finance in Education Institutions) 组织心理学 (Organisational Psychology) 设计创新应对社会挑战   (Design Innovation for Addressing Social Challenges)",,hongkong,香港岭南大学_社会创业与创新管理文学硕士.json
香港中文大学,金融学理学硕士（CUHK-Shenzhen）,MSc Finance (CUHK-Shenzhen),"商科,金融,深圳校区",专业方向: 金融 入学时间: 9月 项目时长: 2年 项目学费: 144000人民币/年,申请者需毕业于认可的大学并获得学士学位，需要提供B等级证明，或获得等同大学本科的资历,香港中文大学（深圳）金融学硕士项目旨在培养具有深厚理论培训和实践能力的卓越的高技能专业人员。课程由世界一流的、受过国际培训的教师和非常成功的高级金融从业人员共同教授。香港中文大学（深圳）金融学硕士项目课程提供两个专业，即金融科技和金融管理，使学生能够发展金融业的专业技能。 金融科技专业强调的是技术在金融服务中的新应用。它既提供了对各种金融科技主题（如机器学习、区块链、云计算、大数据）的广泛和深入的看法，也帮助学生发展编程技能。新的金融科技专业将帮助学生学习技能，以创新和建立未来的金融技术。金融科技专业欢迎来自不同领域的具有定量能力的学生，包括但不限于工程、数学、金融和商业。 金融管理专业提供具有深厚理论基础的课程，并辅以实际应用。该专业旨在满足快速变化的金融和投资领域的专业人士的需求。课程为各种金融职业提供培训，不仅在银行、共同基金、经纪和投资银行公司等传统领域，而且在监管、政府和学术等相关领域。金融管理专业适合所有对现代金融领域的高级培训感兴趣的学生。,{{ per_lang.name }},财务报表分析 (Financial Statement Analysis) 公司金融 (Corporate Finance) 衍生品市场 (Derivatives Markets) 投资管理及分析 (Investment Management and Analysis) 金融科技分析：进阶编程与大数据 (FinTech Analytics: Advanced Programming and Big Data) 金融科技理论与实践 (Fintech Theory and Practice) 金融科技与人工智能 (FinTech and Artificial Intelligence) 金融区块链 (Financial Blockchain) 电子表格/VBA金融建模 (Spreadsheet/VBA Financial Modeling) 投资组合和资产管理 (Portfolio and Asset Management) 固定收益证券分析 (Fixed Income Securities Analysis) 当代中国金融问题与挑战 (Contemporary Chinese Financial Issues and Challenges) 行为金融学 (Behavioral Finance) 随机模型 (stochastic model) 中国金融体系 (Chinese financial system),,hongkong,香港中文大学_金融学理学硕士（CUHK-Shenzhen）.json
香港科技大学,社会学文学硕士,MA Social Science,"社科,社会学与社工,人文和社会科学学院",专业方向: 社会学与社工 入学时间: 2/9月 项目时长: 1年 项目学费: 167000港币/年,具有认可大学或机构颁发的学士学位或同等学历,香港科技大学社会科学文学硕士课程，为有意就职于政府机构、大众传媒领域、教育行业的专业人士提供跨学科多元化的课程。课程旨在提供社会科学研究所需的必要技能和广泛的分析视角，以便对现代世界的各种问题和现象进行批判性理解。 通过香港科技大学社会科学文学硕士课程的学习，学生将能够根据社会科学调查的基本原则设计研究项目，解释社会科学家使用的基本统计概念，并将相关方法应用于数据分析，阐明主要社会科学学科的关键概念和重要理论，评价和批评社会科学领域的学术作品；以及为分析大中华区和其他地区的社会和经济问题提出有理论依据和有经验基础的观点。,{{ per_lang.name }},"社会科学调查设计和方法 (Social Science Research Design and Methods) 社会科学调查定量方法 (Quantitative Methods in Social Science) 理解人类行为 (Understanding Human Behavior) 后毛泽东时代的经济转型 (Economic Transformations in Post-Mao China) 政治变革与政治参与 (Political Changes and Political Participation) 中国历史新的一页，1700-2000 (A New History for a New China, 1700-2000: Medium) 中国农村的经济变化 (Economic Change in Rural China) 移民与全球化 (Migration and Globalization)",,hongkong,香港科技大学_社会学文学硕士.json
香港理工大学,环球商业与决策分析理学硕士,MSc Global Business and Decision Analysis,"商科,商业分析,商学院",专业方向: 商业分析 入学时间: 9月 项目时长: 1年 项目学费: 310500港币/年,具有学士学位或同等学历，不限专业背景,香港理工大学环球商业与决策分析理学硕士课程旨在为学生提供在全球商业环境中工作所必需的定量和定性的广泛技能。学生将在战略思维和科学决策方面打下坚实的基础，全面了解跨境经营如何影响企业的各个职能领域，如供应链/运营、物流、会计、财务和其他相关管理领域。,{{ per_lang.name }},"全球业务 (Global Business) 国际贸易与物流管理 (International Trade and Logistics Management) 决策模型 (Models for Decision Making) 商业分析 (Business Analytics) 项目管理 (Project Management) 管理统计学 (Statistics for Management) 全球采购与供应 (Global Sourcing and Supply) 国际运营管理 (International Operations Management) 国际会计 (International Accounting) 管理者会计 (Accounting for Managers) 管理金融 (Managerial Finance) 国际金融管理 (International Financial Management) 管理经济学在中国商业中的应用 (Managerial Economics with Applications to Business in China) 航运与物流的组织管理 (Organisational Management in Shipping and Logistics) 国际物流系统、运营与管理 (International Logistics Systems, Operations and Management)",,hongkong,香港理工大学_环球商业与决策分析理学硕士.json
香港中文大学,信息科学与技术管理理学硕士,MSc Information Science and Technology Management,"商科,信息系统,商学院",专业方向: 信息系统 入学时间: 9月 项目时长: 1年 项目学费: 300000港币/年,具有认可大学颁发的学士学位或同等专业资格，通常达到二等荣誉学位或平均成绩不低于B 不强制要求GMAT/GRE，但良好的GMAT/GRE成绩将有助于申请,当今市场全球化时代中，资讯科技已成为商业经营成功的一个根本因素。尤其是在金融、保险、房地产、物流运输及酒店管理等效率是竞争优势的服务业中，资讯科技的作用更为重要。为了提升服务行业服务质量、确保香港作为领先的数字城市的地位，企业管理者必须掌握最新的资讯科技以及企业管理知识，并将其运用到资讯系统规划和部署中，以提高组织的生产效率、竞争力及绩效。香港中文大学资讯及科技管理理学硕士专业便是为培养上述人才而设置的。 香港中文大学资讯与科技管理硕士学位课程面向希望获得科技管理知识的工科背景的学生，以及希望获得前沿资讯科技知识的商科学生，与此同时，香港中文大学资讯与科技管理硕士学位课程也为有意继续修读博士学位的同学打下了扎实的学业基础。 香港中文大学资讯与科技管理硕士学位课程致力于让学生掌握资讯与科技管理的最新知识、最前沿的技术以及具备良好的管理技能，以帮助他们在全球知识经济中取得成功。（信息科学与技术管理理学硕士官网页面暂未更新具体信息）,{{ per_lang.name }},战略信息系统 (Strategic Information Systems) 决策模型及应用 (Decision Models and Applications) 项目管理 (Project Management) 数据挖掘和知识管理 (Data and Knowledge Management) 业务流程分析及信息系统审计 (Business Processes Analysis and Information Systems Auditing) 服务营运管理 (Managing Service Operations) 运营分析 (Operations Analytics) 网站分析与情报 (Web Analytics and Intelligence) 业务流程分析与仿真 (Business Process Analysis and Simulation) 进阶信息系统实践 (Advanced Information Systems Practicum) 科技创业：想法成为现实 (Technology Startup - From Idea to Reality) 资讯科技法律 (IT Law for Executives) 全面质量管理与企业流程再造 (TQM/BPR) 企业实地考察团 (Technology Field Study) 供应链与物流管理 (Supply Chain and Logistics Management),,hongkong,香港中文大学_信息科学与技术管理理学硕士.json
香港恒生大学,商业管理硕士,Master of Business Management,"商科,管理,商学院",专业方向: 管理 入学时间: 9月 项目时长: 1年 项目学费: 229500港币/年,具有受认证大学的学士学位或同等学历,香港恒生大学商业管理硕士项目旨在培养学生在硕士阶段的一般管理知识和技能，使其具备敏锐的商业头脑，以及本地和全球背景下的企业社会责任和道德知识，为学生提供研究知识，帮助他们做出更明智的决定，拓宽学生在以下4个专业领域（之一）的商业知识，即a) 全球商业管理，b) 市场营销，c) 全球金融或d) 会计与公司治理，提高学生的沟通能力。,{{ per_lang.name }},会计与商业策划 (Accounting and Business Planning) 公司金融 (Corporate Finance) 全球战略 (Global Strategy) 营销管理 (Marketing Management) 会计与公司治理方向：商业与公司法 (The Accountancy and Corporate Governance Pathway: Business and Company Law) 会计与公司治理方向：公司治理与合规 (The Accountancy and Corporate Governance Pathway: Corporate Governance and Compliance) 会计与公司治理方向：财务报告与分析 (The Accountancy and Corporate Governance Pathway: Financial Reporting and Analysis	) 会计与公司治理方向：企业会计信息系统   (The Accountancy and Corporate Governance Pathway: Enterprise Accounting Information Systems) 会计与公司治理方向：决策会计 (The Accountancy and Corporate Governance Pathway: Accounting for Decision Making) 全球商业管理方向：国际商业 (The Global Business Management Pathway: International Business) 全球商业管理方向：全球创业 (The Global Business Management Pathway: Global Entrepreneurship) 全球商业管理方向：全球管理 (The Global Business Management Pathway: Global Management) 全球商业管理方向：跨文化谈判 (The Global Business Management Pathway: Cross-Cultural Negotiation) 全球商业管理方向：全球人才管理 (The Global Business Management Pathway: Global Talent Management) 全球金融方向：国际金融管理 (The Global Finance Pathway: International Financial Management) 全球金融方向：全球投资 (The Global Finance Pathway: Global Investments) 全球金融方向：金融市场当代议题 (The Global Finance Pathway: Contemporary Issues in Financial Markets) 全球金融方向：金融科技与创新 (The Global Finance Pathway: FinTech and Innovation) 全球金融方向：商业研究使命 (The Global Finance Pathway: Business Study Mission) 市场营销方向：跨文化消费者行为学 (The Marketing Pathway: Cross-cultural Consumer Behaviour) 市场营销方向：数字与网络营销 (The Marketing Pathway: Digital and Cyber Marketing) 市场营销方向：数字创业营销与网络营销   (The Marketing Pathway: Entrepreneurial Marketing) 市场营销方向：全球战略营销 (The Marketing Pathway: Global Strategic Marketing) 市场营销方向：战略品牌管理 (The Marketing Pathway: Strategic Brand Management),,hongkong,香港恒生大学_商业管理硕士.json
香港教育大学,可持续发展教育文学硕士,MA Education for Sustainability,"社科,教育,博文及社会科学学院",专业方向: 教育 入学时间: 9月 项目时长: 1年 项目学费: 145800港币/年,申请者通常应该持有认可大学颁发的学士学位（或同等学历）,香港教育学院可持续发展教育文学硕士课程由香港教育学院科学与环境学系开办，其中部分科目将由澳洲墨尔本皇家理工大学教授赴港任教。该课程透过实证为本的研究结果发展学生专业教授技巧；鼓励学生应用和实践专业知识，使学生能有效地进行批判性思考。收生对象为有志于对下一代或公众进行环境教育的本地及非本地在职教师、私人机构、政府及非政府组织的专业人士。其目的是培养学生对环境的认知及教授可持续发展教育的内容、方法、范畴和目的；以实证为本的研究结果发展学生专业教授技巧；鼓励学生应用和实践专业知识，培养学生的批判性思考及自我评估能力；扩阔对可持续发展研究的范畴；将可持续发展研究观点从香港伸延到中国以至国际视野；提升及巩固现职专业人员于环境教育的就业机会，以及鼓励他们采取环境可持续的生活模式。,{{ per_lang.name }},"可持续发展研究综述 (Sustainability Studies: An Overview) 全球及本地可持续性教育 (Global and Local Issues in Education for Sustainability) 可持续发展教育研究 (Research in Education for Sustainability) 可持续校园发展 (Sustainable Campus Development) 可持续发展教育的教与学 (Learning and Teaching in EfS) 可持续发展的理论与实践的评估 (Assessment and Evaluation in EfS, Theory and Practice) 可持续发展教育的论文写作和研究课题 (Thesis Writing Course and Research Thesis Project on EfS)",,hongkong,香港教育大学_可持续发展教育文学硕士.json
香港大学,新闻学硕士,Master of Journalism,"社科,新闻,社会科学学院",专业方向: 新闻 入学时间: 9月 项目时长: 1年 项目学费: 255000港币/年,具有学士学位或同等学历，有新闻工作经验者优先考虑,香港大学新闻及传媒研究中心致力于促进亚洲新闻业的卓越发展，在国际媒体发出亚洲声音。香港大学新闻学硕士课程旨在提供专业的高水准新闻学教育，为本地、亚洲及全球培养毕业生。 香港大学新闻学硕士课程特色在于：以国际化、重实践、数字媒体为特色，提供全英的综合性融合媒体课程；旨在培养学生在数字媒体的变革下，掌握跨平台处理信息的能力，具备批判性思维，并能将新闻素养应用到各行各业；学生不仅要接受新闻报道与写作等核心技能训练，而且要求掌握融合媒体技术，比如制作广播电视新闻、网络新闻、纪录片、摄影等。为了增强学生的竞争力，香港大学新闻学硕士课程还设置了跨学科课程和研究项目，例如新闻法、财经新闻、中国报道、公共卫生/科技/环境报道等。另有非常广泛的科目可供学生选修，如商科、金融、法律等。新闻学硕士课程吸引了来自全球各地的学生报读，由富有业界经验和国际背景的老师亲身教授。 学生拥有全球各地媒体实习的机会。我们的毕业生不仅能够获得香港、中国大陆、美国等全球一流媒体机构的聘用，而且在公关、法律、商业等其他行业也表现卓越。,{{ per_lang.name }},新闻报道与写作 (News Reporting & Writing) 报道中国 (Covering China) 报道气候变化 (Covering Climate Change) 长篇与专题写作 ( Long Form & Feature Writing) 全球财经新闻 (Global Financial Journalism) 全球化时代的商业新闻解读与运用 (Interpreting & Using Business Journalism in a Global Era) 人工智能与媒体创新 (Al & Media Innovation)  资料新闻 (Data Journalism) 记者掌握社交媒体 (Mastering Social Media for Journalists) 新闻素养与数字事实核查 (News literacy & Digital Factchecking ) 媒体学研究方法 (Research Methods for Media Studies) 媒体数据分析 ( Media Data Analysis) 视频新闻制作 (Video News Production) 媒体应用中的生成式人工智能 (Generative Al in Media Applications) 高级视频制作 (Advanced Video Production) 多媒体制作 (Multimedia Production) 为电视新闻写作与制片 (Writing & Producing for TV news) 纪录片鉴赏 (Documentary Film Appreciation) 播客与音频新闻 (Podcasting & Audio News),,hongkong,香港大学_新闻学硕士.json
香港岭南大学,智慧城市科技与应用理学硕士,MSc Smart City Technologies and Applications,"理科,数据科学,数据科学学院",专业方向: 数据科学 入学时间: 9月 项目时长: 1年 项目学费: 287000港币/年,申请者需持有本大学认可的高等教育机构授予的理学、工程学、工商管理或相关学科例如城市规划、资料科技、环境科学及公共政策的学士学位；或取得同等学历（将根据具体情况予以考虑） 在数据科学和/或计算方面没有或只有有限背景的申请者需要在课程开始之前完成并通过以下相应预科课程： - 计算概论（15小时） - 统计学（15小时）,香港岭南大学智慧城市科技与应用理学硕士项目旨在使学生掌握智慧城市、城市规划与设计、统计分析、机器学习算法及数据分析与可视化技术，熟悉行业标准工具和技术，如生成式人工智能、云计算平台和时空数据分析工具。通过实践项目，学生可以学习收集、分析和解读数据，从而作出有效的决策或提出对策建议。,{{ per_lang.name }},智慧城市概论 (Introduction to Smart Cities) 运筹学 (Operational Research) 城市数据科学与分析 (Urban Data Science and Analytics) 智慧互联与融合 (Smart Connectivity and Fusion) 智慧城市项目 (Smart City Project) 智慧物流 (Smart Logistics) 人工智能概论 (Foundation of Artificial Intelligence) 城市计算与时空分析 (Urban Computing and Spatio-Temporal Analytics) 感知城市 (Sensing the City) 城市设计 (Urban Design) 智能优化 (Artificial Intelligence Based Optimization) 深度学习应用 (Practical Application of Deep Learning) 大数据分析 (Big Data Analytics) 区块链 (Blockchain) 医疗保健分析 (Healthcare Analytics) 网络安全概论 (Introduction to Cyber Security) 云计算 (Cloud Computing) 数据可视化 (Data Visualization) 移动边缘计算 (Mobile Edge Computing) 数据科学程序设计 (Programming for Data Science),,hongkong,香港岭南大学_智慧城市科技与应用理学硕士.json
香港科技大学,创新、政策与创业哲学硕士（HKUST(GZ)）,"MPhil Innovation, Policy and Entrepreneurship (HKUST(GZ))","商科,创业与创新,香港科技大学（广州）",专业方向: 创业与创新 入学时间: 9月 项目时长: 2年 项目学费: 150000人民币/年,具有认可机构颁发的学士学位或同等学历,创新、政策和创业是一个新兴的跨学科领域，近年来在应对治理和提供私人和公共产品和服务方面的全球挑战方面变得越来越重要。它侧重于创新，企业家精神和人类社会发展中的公共政策之间的联系。哲学硕士（MPhil）创新，政策和创业课程是跨学科课程，旨在通过技术创新，为下一代领导者解决技术与社会界面的问题做好准备，制度，政策，创业和商业模式。 硕士课程旨在培养学生在创新，政策和创业方面进行独立研究。预计哲学硕士毕业生将获得跨学科知识并展示该领域的技能，并在实践中为创新，公共政策和企业家精神做出贡献。,{{ per_lang.name }},"创新、政策和创业 (Innovation, Policy and Entrepreneurship) 公共政策基础 (Foundation in Public Policy) 公共管理和制度分析 (Public Management and Institutional Analysis) 创新、政策和创业研究的研究设计 (Research Design for Innovation, Policy and Entrepreneurship Studies) 技术创新与创业经济学 (Economics of Technology Innovation and Entrepreneurship) 面向企业和政府的大数据应用 (Big Data Applications for Business and Government) 不确定性、信息和决策 (Uncertainty, Information and Decision Making) 文本分析和机器学习 (Text Analysis and Machine Learning) 公司治理研究 (Corporate Governance Research) 企业ESG实践与研究 (Corporate ESG Practice and Research) 技术追赶政策和管理 (Technological Catching-up Policies and Management) 公共政策决策 (Public Policy Decision Making) 实验经济学与组织行为学 (Experimental Economics and Organizational Behavior) 行为经济学与公共政策 (Behavioral Economics and Public Policy) 气候变化：科学与治理 (Climate Change: Science and Governance) 科学、技术和创新政策 (Science, Technology and Innovation Policy) 技术与创新战略管理 (Strategic Management of Technology and Innovation) 新企业创建 (New Venture Creation) 实证经济学中的数据科学 (Data Science in Empirical Economics) 环境经济学与可持续发展 (Environmental Economics and Sustainable Development) 碳中和的政策与技术 (Policy and Technology for Carbon Neutrality)",,hongkong,香港科技大学_创新、政策与创业哲学硕士（HKUST(GZ)）.json
香港中文大学,营养与食品科学技术理学硕士,"MSc Nutrition, Food Science and Technology","工科,食品科学,理学院",专业方向: 食品科学 入学时间: 9月 项目时长: 1年 项目学费: 150000港币/年,需要提供B等级证明，优先考虑满足以下条件的申请者： 持有营养学、食品科学与技术、生物/医学科学、教育学或相关学科的学士学位； 或 在高等教育机构完成营养学、食品科学与技术、生物/医学科学或相关学科的学习课程并获得相当于荣誉学位的相关专业或类似资格,食品科技和营养研究的进步导致了新的食品生产方法的出现，以及新的营养和健康问题。因此，在相关领域工作或准备工作的人需要用更先进的知识提升自己，以应对这些新的挑战。然而，在香港，针对食品和营养科学这两个领域的课程是缺乏的。香港中文大学营养、食品科学和技术硕士学位课程是第一个专注于食品科学和人类营养的跨学科课程，提供深入、崭新及实用的知识，以提升有关人才在食品科学、科技与营养的专门知识，解决与公众相关的具体课题。修读香港中文大学营养、食品科学和技术理学硕士课程的学生可按其兴趣，在营养学、食品科学或食品科技任何一个范畴进行研究，以吸取更深入的知识，并藉此训练其研究技巧，以助日后发展。学生修读香港中文大学营养、食品科学和技术理学硕士课程后将具备下列知识：掌握人类营养学及食品科学的相关知识；了解食品科技的应用如何改变食品及食品产品于制造及贮存的化学、物理及微生物特性、营养价值及安全性；了解目前以饮食及健康为题的营养学研究如何影响公众健康，以及这些研究对香港本地和全球的食物链及相关工业有何影响；掌握如何有效地搜集、批判性评估、结合、整理崭新的科学数据及知识的技巧，并能与业界及普罗大众保持联络和沟通。,{{ per_lang.name }},"食品的物理、化学、生物特性 (Chemical, Physical and Microbiological Characteristics of Food) 食品加工技术及食品生物工程 (Food Processing Technology and Food Biotechnology) 营养及非传染病的挑战 (Nutrition and the Challenge of Non-communicable Disease) 人类生理学 (Human Physiology) 营养与免疫 (Nutrition and Immunity across the Life Span) 食品开发，质量保证及管理 (Product Development, Quality Assurance and Management in the Food Industry) 食品安全及毒理学 (Food Toxicology and Safety) 营养生理学 (Nutritional Physiology) 应用营养学 (Applied Nutrition) 专题讨论及研究（一） (Directed Research and Seminar I) 专题讨论及研究（二） (Directed Research and Seminar II)",,hongkong,香港中文大学_营养与食品科学技术理学硕士.json
香港中文大学,跨文化研究文学硕士,MA Intercultural Studies,"社科,文化,文学院",专业方向: 文化 入学时间: 9月 项目时长: 1年 项目学费: 155000港币/年,毕业于受认可的大学并获得学士学位（不限专业背景），需要提供B等级证明，或在高等教育机构完成学习课程并获得相当于学士学位的专业或类似资格,香港中文大学跨文化研究文学硕士项目处于电影和数字媒体、性别和性行为、城市主义、技术科学、后人类主义以及生态和动物权利研究的最前沿。 学生将学习如何运用文学和文化研究、批评理论、性别研究与酷儿研究、文化人类学、科技研究、城市和环境人文等不同的视角和跨学科方法，来研究社会结构和过程与文化代表和身份之间复杂、动态和偶然的相互作用。 香港中文大学跨文化研究文学硕士课程旨在使学生具备批判意识、文化敏感性和分析知识，以应对全球化世界中日益加剧的差异和冲突所带来的困难和挑战。,{{ per_lang.name }},"跨文化研究的基本问题I (Basic Issues in Intercultural Studies I) 跨文化研究的基本问题II (Basic Issues in Intercultural Studies II) 现代城市景观与亚洲文化 (Modern Urbanscape and Asian Culture) 文化艺术中的主体  (The Body in Culture and Art) 影视文化研究 (Cultural Studies in Film and Video) 旅行文化与文化旅行 (The Culture of Travel and the Travel of Culture ) 跨文化研究中的性别，爱与性 (Gender, Love and Sexuality in Intercultural Studies) 技术科学文化的跨学科研究 (Interdisciplinary Study of Technoscience Culture) 改编，戏剧和文化  (Adaptations, Theatre and Culture) 跨文化研究专题 (Special Topics in Intercultural Studies) 全球化与代表政治  (Globalization and the Politics of Representation) 媒体与大众文化 (Media and Popular Culture) 文化认同政治 (Politics of Culture Identities) MA研究论文 (MA Research Paper) 同性恋运动和性政治 (Queer Movements and Sexual Politics) 数字文化与社会 (Digital Culture and Society) 实用和评论电影评论写作 (Practical & Critical Film Criticism Writing) 中国社会文化与政治 (Chinese Society, Culture and Politics) 变装和香港电影 (Cross-Dressing and Hong Kong Cinema) 戏曲与表演文化  (Xiqu and Performing Culture ) 大众传媒与现代社会的转型 (Mass Media and the Transformation of Modern Society) 用户生成的内容和数字文化 (User-Generated Content and Digital Culture )",,hongkong,香港中文大学_跨文化研究文学硕士.json
香港理工大学,经济学理学硕士（应用经济学）,MSc Economics (Applied Economics),"商科,经济,商学院",专业方向: 经济 入学时间: 9月 项目时长: 1年 项目学费: 321750港币/年,具有认可大学颁发的学士学位 合适的申请者可能会被邀请参加面试,香港理工大学经济学理学硕士项目旨在使学生具备扎实的经济分析技能，重点是数字技术的快速发展和数据日益增长的重要性，除了接受核心经济理论的全面培训外，学生还可以选择专攻应用经济学或数字经济学。香港理工大学经济学理学硕士（应用经济学）课程允许学生学习分析复杂数据的现代技术，并使用数据驱动的方法来分析和解决现实世界的经济问题。,{{ per_lang.name }},学术诚信与商业道德 (Academic Integrity and Ethics in Business) 应用经济学高级专题 (Advanced Topics in Applied Economics) 数据分析计量经济学 (Econometrics for Data Analysis) 国际经济学 (International Economics) 宏观经济学 (Macroeconomics) 微观经济学 (Microeconomics) 发展经济学 (Development Economics) 可持续发展经济学 (Economics of Sustainability) 劳动经济学 (Labor Economics) 应用经济学研究项目 (Research Project in Applied Economics) 数字经济学高级专题 (Advanced Topics in Digital Economics) 数据结构与数据库系统 (Data Structures and Database Systems) ESG投资与绿色金融 (ESG Investment and Green Finance) 投资 (Investment) 管理经济学与数字化转型 (Managerial Economics and Digital Transformation) 会计与金融定量方法 (Quantitative Methods for Accounting and Finance) 金融定量方法 (Quantitative Methods for Finance),,hongkong,香港理工大学_经济学理学硕士（应用经济学）.json
香港城市大学,金融学理学硕士,MSc Finance,"商科,金融,商学院",专业方向: 金融 入学时间: 9月 项目时长: 1年 项目学费: 334500港币/年,具有认可大学的学士学位，偏好具备1年以上行业工作经验的申请者,香港城市大学金融学硕士项目旨在为学生提供金融管理方面的前沿知识，包括金融投资策略以及风险管理。金融市场是一个瞬息万变的世界，过去十年里金融创新的迅猛发展以及近来的金融动荡已然改变了金融业的景况，而这些变化亟需新颖的风险管理方式以及新的金融规则，同时，金融业专业人士需要不断更新自己的知识库，避免其所掌握的知识过时，香港城市大学金融学硕士学位课程的目标就是帮助学生未来在金融行业的职业发展中保持竞争优势。,{{ per_lang.name }},公司财务 (Corporate Finance) 计量经济学 (Econometrics) 衍生产品及风险管理 (Derivatives and Risk Management) 投资学 (Investments) 专业研讨会 (Professional Seminars) 高级公司财务 (Advanced Corporate Finance) 固定收入证券 (Fixed Income Securities) 国际财务管理 (International Financial Management) 会计学 (Accounting) 经济与金融 (Economics and Finance) 信息系统 (Information Systems) 管理学 (Management) 定量分析和精算学 (Quantitative Analysis and Actuarial Science) 服务营销与管理 (Services Marketing and Services Management),,hongkong,香港城市大学_金融学理学硕士.json
香港科技大学,大数据科技理学硕士,MSc Big Data Technology,"理科,数据科学,工程学院",专业方向: 数据科学 入学时间: 9月 项目时长: 1年 项目学费: 300000港币/年,具有学士学位或同等学历，需要： 具有计算机工程、计算机科学、数学或相关领域背景；或 具有其他学科背景并且具备信息技术或数学相关领域的相关工作经验,大数据科技的兴起，正在改变我们的社会与商业模式，以及工程与科学的发展。理学硕士（大数据科技）课程由香港科技大学工学院计算机科学及数学系合办，把不同的学科整合起来，让学生了解大数据科技的所有重要特点，以及如何把它应用在现实社会中。 香港科技大学理学硕士(大数据科技）课程旨在教导学员了解大数据和其相关方面，使学员熟悉大数据系统的作业流程和其对社会的影响。,{{ per_lang.name }},数据分析基础 (Foundations of Data Analytics) 数据挖掘与知识发现 (Data Mining and Knowledge Discovery) 大数据计算 (Big Data Computing) 数据分析数学方法 (Mathematical Methods for Data Analysis) 数据可视化 (Data Visualization) 金融时间序列的定量分析 (Quantitative Analysis of Financial Time Series) 优化和矩阵计算 (Optimization and Matrix Computation) 社会计算概论 (Introduction to Social Computing) 并行程序设计 (Parallel Programming) 成像:数据分析和模式识别 (Imaging: Data Analytics and Pattern Recognition) 高级统计学：理论和应用 (Advanced Statistics: Theory and Applications) 机器学习 (Machine Learning) 统计预测 (Statistical Prediction) 独立研究项目 (Independent Project),,hongkong,香港科技大学_大数据科技理学硕士.json
香港中文大学,公共政策社会科学硕士,MSocSc Public Policy,"社科,公共政策与事务,社会科学学院",专业方向: 公共政策与事务 入学时间: 9月 项目时长: 1年 项目学费: 180000港币/年,需要提供B等级证明，毕业于受认可大学并获得学士学位，或在高等教育机构完成学习课程并获得相当于荣誉学位的专业或类似资格 相关教育背景和工作经验将有助于申请（非必要条件）,香港中文大学公共政策社会科学硕士学位课程旨在满足那些有志于在政府、非政府组织和其他相关领域成为领导人和专业人士的需求。通过该课程的学习，学生能够理解政治机构、公共政策制定的过程和策略；掌握公共政策研究的定量和定性分析技能；通过应用不同的模式和理论，在评估替代方案方面拥有广泛的视野；制定和实施公共政策的战略；以及运用知识、想法和框架，有效地处理全球和地方政策变化。,{{ per_lang.name }},"公共政策过程 (Public Policy Process) 公共政策价值观与道德观 (Values and Ethics in Public Policy) 社会政策研究 (Social Policy Research) 公共政策中的经济分析 (Economic Analysis of Public Policy) 全球化、社会问题与社会政策 (Globalization, Social Problem and Policy) 公共组织管理 (Public Organization Management) 民间组织与政府 (NGOs and Government) 政府与经济 (Government and the Economy) 比较公共政策 (Comparative Public Policy) 危机管理与管制 (Crisis Management and Governance) 环境政策分析 (Environmental Policy Analysis) 城市规划与发展 (Urban Planning and Development) 全球金融与治理 (Global Finance and Governance) 香港公共政策 (Public Policy in Hong Kong) 公共政策专题研究 (Topical Studies in Public Policy I & II)",,hongkong,香港中文大学_公共政策社会科学硕士.json
